BRONX,2.0458352E7,2.790672748E9,4910519.0
BROOKLYN,2.5046466E7,3.181986253E9,6065180.0
MANHATTAN,2.1451406E7,2.930886964E9,5185151.0
QUEENS,1.6783749E7,2.062647059E9,4114709.0
RICHMOND / STATEN ISLAND,3520723.0,4.03369519E8,876200.0
UNKNOWN,717.0,332456.0,168.0
