BRONX,3.29472916E8,1521943.0,1194466.0
BROOKLYN,4.16834012E8,2263196.0,1705105.0
MANHATTAN,4.09399852E8,2068581.0,1577057.0
QUEENS,3.40296952E8,1625447.0,1200833.0
RICHMOND / STATEN ISLAND,8.4057181E7,395901.0,304734.0
